	date	state	school	type_school	death	suicide	number_victims	reliability	category	address	lat	lon
461	1993-02-01	WA	Redmond Junior High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Redmond Junior High School, Redmond, WA, United States	47.6919034	-122.1198912
462	1993-02-01	NY	Amityville High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Amityville High School, Amityville, NY, United States	40.6705962	-73.4119401
463	1993-02-04	GA	Clayton High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Clayton High School, Atlanta, GA, United States	33.6090778	-84.4396972
464	1993-02-08	DC	Washington-Dix Street Academy (High School)	K-12	1	0.0	1	1.0	Robbery	Washington-Dix Street Academy (High School), Washington, DC, United States	38.90955599999999	-76.9941424
465	1993-02-08	MN	Middle River Middle School	K-12	1	1.0	1	2.0	Suicide/Attempted	Middle River Middle School, Middle River, MN, United States	48.7893835	-96.2866138
466	1993-02-22	CA	Reseda High School	K-12	1	0.0	1	2.0	Gang-related	Reseda High School, Los Angeles, CA, United States	34.1899991	-118.5302945
467	1993-02-26	MA	Gloucester High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Gloucester High School, Gloucester, MA, United States	42.613532	-70.67519159999999
468	1993-03-18	GA	Harlem High School	K-12	1	0.0	1	2.0	Bullying	Harlem High School, Harlem, GA, United States	33.4568869	-82.3133079
469	1993-03-25	MO	Sumner High School	K-12	1	0.0	1	2.0	Domestic w/ Targeted Victim	Sumner High School, St. Louis, MO, United States	38.6596524	-90.23892320000002
470	1993-04-03	CA	Grant High School	K-12	1	0.0	1	2.0	Unknown	Grant High School, Sacramento, CA, United States	38.6361628	-121.4350538
471	1993-04-15	MA	Ford Middle School	K-12	1	0.0	1	4.0	Mental Health	Ford Middle School, Acushnet, MA, United States	41.7233555	-70.9049794
472	1993-04-16	CA	Grant High School	K-12	1	0.0	1	3.0	Accidental	Grant High School, Sacramento, CA, United States	38.6361628	-121.4350538
473	1993-04-16	WA	Mount Tahoma High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Mount Tahoma High School, Tacoma, WA, United States	47.1893447	-122.5026292
474	1993-05-14	TX	Nimitz High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Nimitz High School, Irving, TX, United States	32.7928321	-96.94680559999999
475	1993-05-24	PA	Upper Perkiomen High School	K-12	1	0.0	1	2.0	Bullying	Upper Perkiomen High School, Pennsburg, PA, United States	40.3815416	-75.4900227
476	1993-05-27	LA	Francis T. Nicholls High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Francis T. Nicholls High School, New Orleans, LA, United States	29.9654663	-90.03695549999999
477	1993-07-07	CA	Dorsey High School	K-12	1	0.0	1	1.0	Gang-related	Dorsey High School, Los Angeles, CA, United States	34.0228182	-118.3463426
478	1993-08-03	NY	Theodore Roosevelt High School	K-12	0	0.0	0	2.0	Unknown	Theodore Roosevelt High School, New York, NY, United States	40.8595162	-73.8885805
479	1993-08-31	GA	Harper High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Harper High School, Atlanta, GA, United States	33.7695575	-84.49880309999999
480	1993-09-01	KS	Junction City High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Junction City High School, Junction City, KS, United States	39.0315874	-96.84962469999999
481	1993-09-02	TX	Roosevelt High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Roosevelt High School, Dallas, TX, United States	32.741673	-96.7953495
482	1993-09-16	IL	Roosevelt High School	K-12	1	0.0	1	2.0	Gang-related	Roosevelt High School, Chicago, IL, United States	41.9657658	-87.71418290000001
483	1993-09-17	WY	Central Junior High School	K-12	1	1.0	1	2.0	Indiscriminate Shooting	Central Junior High School, Sheridan, WY, United States	44.803249	-106.964044
484	1993-09-17	IL	Downers South High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Downers South High School, Downers Grove, IL, United States	41.7708561	-88.02025739999999
485	1993-09-25	DC	Weatherless Elementary School	K-12	1	0.0	2	2.0	Gang-related	Weatherless Elementary School, Washington, DC, United States	38.9071923	-77.0368707
486	1993-10-12	DE	Dover High School	K-12	1	1.0	1	2.0	Murder/Suicide	Dover High School, New Castle, DE, United States	39.6688493	-75.5842303
487	1993-10-18	DC	J. H. Johnson Junior High School	K-12	0	0.0	0	1.0	Unknown	J. H. Johnson Junior High School, Washington, DC, United States	38.8511843	-76.9836523
488	1993-11-01	IL	Sullivan High School	K-12	1	0.0	1	2.0	Intentional Property Damage	Sullivan High School, Chicago, IL, United States	42.0028084	-87.6689166
489	1993-11-04	CT	New Britain High School	K-12	1	0.0	1	2.0	Gang-related	New Britain High School, New Britain, CT, United States	41.6499035	-72.77803879999999
490	1993-11-04	FL	Terry Parker High School	K-12	1	0.0	1	2.0	Robbery	Terry Parker High School, Jacksonville, FL, United States	30.342184	-81.57536999999999
491	1993-11-04	MS	Bay Springs High School	K-12	1	0.0	1	2.0	Unknown	Bay Springs High School, Bay Springs, MS, United States	31.9776141	-89.27789849999999
492	1993-11-11	IL	Ridgely Elementary School	K-12	1	0.0	1	2.0	Gang-related	Ridgely Elementary School, Springfield, IL, United States	39.8287	-89.6437815
493	1993-12-01	WI	Wauwatosa West High School	K-12	1	0.0	1	2.0	Anger Over Grade/Suspension/Discipline	Wauwatosa West High School, Wauwatosa, WI, United States	43.0683607	-88.055452
494	1993-12-02	CT	New Britain High School	K-12	1	0.0	1	2.0	Gang-related	New Britain High School, New Britain, CT, United States	41.6499035	-72.77803879999999
495	1993-12-08	GA	Beach High School	K-12	1	0.0	1	2.0	Gang-related	Beach High School, Savannah, GA, United States	32.0547935	-81.11589099999999
496	1993-12-15	CA	Chatsworth High School	K-12	1	0.0	1	1.0	Robbery	Chatsworth High School, San Fernando Valley, CA, United States	34.2533875	-118.5863634
497	1993-12-17	MI	Chelsea High School	K-12	1	0.0	1	2.0	Anger Over Grade/Suspension/Discipline	Chelsea High School, Chelsea, MI, United States	42.311417	-84.0023648
498	1994-01-20	CA	Los Altos High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Los Altos High School, Hacienda Heights, CA, United States	34.0077519	-117.977114
499	1994-01-21	TX	Kennard High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Kennard High School, Kennard, TX, United States	31.3611221	-95.179993
500	1994-01-24	SC	Eau Claire High School	K-12	1	0.0	1	2.0	Bullying	Eau Claire High School, Columbia, SC, United States	34.0481368	-81.0426049
501	1994-01-26	DC	Paul Lawrence Dunbar High School	K-12	0	0.0	0	1.0	Intentional Property Damage	Paul Lawrence Dunbar High School, Washington, DC, United States	38.9077814	-77.0129006
502	1994-01-26	DC	Eliot Junior High School	K-12	0	0.0	0	1.0	Unknown	Eliot Junior High School, Washington, DC, United States	38.8923472	-76.97896759999999
503	1994-01-27	CA	Washington Elementary School	K-12	1	0.0	1	5.0	Gang-related	Washington Elementary School, San Jose, CA, United States	37.3211268	-121.8812984
504	1994-01-31	WA	Whitman Middle School	K-12	1	0.0	1	2.0	Murder	Whitman Middle School, Seattle, WA, United States	47.6965669	-122.3777192
505	1994-02-08	MI	Osborn High School	K-12	1	0.0	1	2.0	Unknown	Osborn High School, Detroit, MI, United States	42.434046	-83.0027346
506	1994-02-18	SC	Spartanburg High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Spartanburg High School, Spartanburg, SC, United States	34.9555439	-81.89807119999999
507	1994-03-01	MO	Kemper Military School and College	K-12	1	0.0	2	2.0	Domestic w/ Targeted Victim	Kemper Military School and College, Boonville, MO, United States	38.9715405	-92.7463245
508	1994-03-03	AL	Ensley High School	K-12	0	0.0	0	2.0	Gang-related	Ensley High School, Birmingham, AL, United States	33.5063419	-86.893309
509	1994-03-09	DC	Eastern High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Eastern High School, Washington, DC, United States	38.8903247	-76.9795263
510	1994-03-15	SC	Goose Creek High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Goose Creek High School, Charleston, SC, United States	32.9737479	-80.01643179999999
511	1994-03-23	WA	Ballard High School	K-12	1	0.0	1	2.0	Gang-related	Ballard High School, Seattle, WA, United States	47.6766558	-122.3754002
512	1994-03-25	GA	Etowah High School	K-12	1	1.0	1	1.0	Suicide/Attempted	Etowah High School, Cherokee County, GA, United States	34.1161551	-84.56422889999999
513	1994-04-05	TX	McNeil High School	K-12	0	0.0	0	2.0	Accidental	McNeil High School, Austin, TX, United States	30.4492728	-97.73324819999999
514	1994-04-08	MD	Largo High School	K-12	0	0.0	0	1.0	Accidental	Largo High School, Upper Marlboro, MD, United States	38.8862713	-76.82034879999999
515	1994-04-12	MT	Margaret Leary Elementary School	K-12	1	0.0	1	3.0	Bullying	Margaret Leary Elementary School, Butte, MT, United States	45.9300592	-112.4610221
516	1994-04-13	CA	49th Street Elementary School	K-12	1	1.0	1	2.0	Suicide/Attempted	49th Street Elementary School, Los Angeles, CA, United States	33.9985521	-118.2617955
517	1994-04-19	DC	Eliot Junior High School	K-12	1	0.0	1	2.0	Unknown	Eliot Junior High School, Washington, DC, United States	38.8923472	-76.97896759999999
518	1994-04-21	TN	J.T. Moore Middle School	K-12	1	0.0	1	2.0	Accidental	J.T. Moore Middle School, Nashville, TN, United States	36.095479	-86.802494
519	1994-05-02	FL	North Miami High School	K-12	1	0.0	1	2.0	Accidental	North Miami High School, North Miami, FL, United States	25.8969252	-80.184148
520	1994-05-25	NJ	Lakeland Regional High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Lakeland Regional High School, Wanaque, NJ, United States	41.0589929	-74.2817528
521	1994-05-26	KY	Larry A. Ryle High School	K-12	0	0.0	0	1.0	Hostage Standoff	Larry A. Ryle High School, Union, KY, United States	38.933132	-84.6773577
522	1994-07-24	PA	Manchester Elementary School	K-12	1	0.0	1	1.0	Escalation of Dispute	Manchester Elementary School, Manchester, PA, United States	40.4566107	-80.02691949999999
523	1994-07-25	IA	Ottumwa High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Ottumwa High School, Ottumwa, IA, United States	41.0151627	-92.4062057
524	1994-09-07	CA	Hollywood High School	K-12	1	0.0	1	1.0	Gang-related	Hollywood High School, Los Angeles, CA, United States	34.099165	-118.3400514
525	1994-09-08	NY	Sweet Home High School	K-12	0	0.0	0	3.0	Bullying	Sweet Home High School, Albany, NY, United States	43.0101786	-78.7970543
526	1994-09-19	CA	Locke High School	K-12	0	0.0	0	2.0	Gang-related	Locke High School, Los Angeles, CA, United States	33.9353785	-118.268409
527	1994-09-22	OR	Lebanon Union High School	K-12	0	0.0	0	2.0	Accidental	Lebanon Union High School, Lebanon, OR, United States	44.5295674	-122.9145339
528	1994-10-12	NC	Grimsley High School	K-12	1	1.0	1	3.0	Anger Over Grade/Suspension/Discipline	Grimsley High School, Greensboro, NC, United States	36.083774	-79.816143
529	1994-10-17	IL	Hubbard High School	K-12	0		0	2.0	Gang-related	Hubbard High School, Chicago, IL, United States	41.7801987	-87.71864699999999
530	1994-10-31	CA	Aliso Niguel High school	K-12	0	1.0	0	2.0	Suicide/Attempted	Aliso Niguel High school, Aliso Veijo, CA, United States	33.5617208	-117.7193706
531	1994-11-05	CA	Thomas Jefferson Elementary School	K-12	1	0.0	1	4.0	Murder	Thomas Jefferson Elementary School, San Leandro, CA, United States	37.712952	-122.135365
532	1994-11-07	OH	Wickliffe Middle School	K-12	1	0.0	1	2.0	Mental Health	Wickliffe Middle School, Wickliffe, OH, United States	41.6051779	-81.47400689999999
533	1994-11-08	IA	West Delaware High School	K-12	0	0.0	0	1.0	Intentional Property Damage	West Delaware High School, Manchester, IA, United States	42.48913890000001	-91.4537546
534	1984-11-09	CT	Wilbur Cross High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Wilbur Cross High School, New Haven, CT, United States	41.3239572	-72.90760709999999
535	1994-11-15	WA	Stadium High School	K-12	1	1.0	1	1.0	Suicide/Attempted	Stadium High School, Tacoma, WA, United States	47.2660086	-122.4484925
536	1995-01-06	DC	Cardozo Senior High School	K-12	1	0.0	1	2.0	Gang-related	Cardozo Senior High School, Washington, DC, United States	38.9214669	-77.0283798
537	1995-01-10	FL	Palm Beach Gardens High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Palm Beach Gardens High School, Palm Beach Gardens, FL, United States	26.825103	-80.101136
538	1995-01-12	WA	Garfield High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Garfield High School, Seattle, WA, United States	47.6053376	-122.301866
539	1995-01-23	CA	Sacred Heart Middle School	K-12	1	1.0	2	2.0	Anger Over Grade/Suspension/Discipline	Sacred Heart Middle School, Redlands, CA, United States	34.0519	-117.18246
540	1995-02-02	CA	Jordan High School	K-12	1	0.0	1	2.0	Gang-related	Jordan High School, Long Beach, CA, United States	33.8722207	-118.1840179
541	1995-02-08	NE	Chadron Middle School	K-12	0	0.0	0	2.0	Unknown	Chadron Middle School, Scottsbluff, NE, United States	42.82462100000001	-102.9952598
542	1995-03-27	MI	Redford High School	K-12	0	0.0	0	2.0	Gang-related	Redford High School, Detroit, MI, United States	42.4186369	-83.21801789999999
543	1995-06-14	FL	Lake Worth High School	K-12	0	0.0	0	1.0	Domestic w/ Targeted Victim	Lake Worth High School, Lake Worth, FL, United States	26.6162504	-80.066614
544	1995-08-29	TX	Memorial Middle School	K-12	1	0.0	1	1.0	Domestic w/ Targeted Victim	Memorial Middle School, Laredo, TX, United States	27.5142102	-99.49414089999999
545	1995-09-12	TN	Cypress Junior High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Cypress Junior High School, Memphis, TN, United States	35.1671141	-89.9879354
546	1995-09-14	KS	Olathe North High School	K-12	1	0.0	2	2.0	Escalation of Dispute	Olathe North High School, Olathe, KS, United States	38.8875164	-94.8082785
547	1995-09-27	AL	Blount High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Blount High School, Prichard, AL, United States	30.7788699	-88.1789417
548	1995-09-29	FL	Tavares Middle School	K-12	1	0.0	1	2.0	Escalation of Dispute	Tavares Middle School, Tavares, FL, United States	28.77041419999999	-81.741118
549	1995-10-12	SC	Blackville-Hilda High School	K-12	1	1.0	3	2.0	Anger Over Grade/Suspension/Discipline	Blackville-Hilda High School, Blackville, SC, United States	33.3642976	-81.26365729999999
550	1995-10-23	FL	Lake Howell High School	K-12	0	0.0	0	2.0	Suicide/Attempted	Lake Howell High School, Casselberry, FL, United States	28.6374281	-81.2731342
551	1995-10-30	VA	John F. Kennedy High School	K-12	0	0.0	0	1.0	Escalation of Dispute	John F. Kennedy High School, Richmond, VA, United States	37.5524906	-77.40387779999999
552	1995-11-02	FL	Blue Lake Elementary School (bus)	K-12	1	0.0	1	2.0	Hostage Standoff	Blue Lake Elementary School (bus), Miami Beach, FL, United States	29.0309293	-81.2771264
553	1995-11-15	TN	Richland High School	K-12	1	0.0	2	2.0	Bullying	Richland High School, Lynnville, TN, United States	35.3373936	-87.0319124
554	1995-11-28	NY	Thomas A. Edison Vocational and Technical High School	K-12	1	0.0	1	2.0	Robbery	Thomas A. Edison Vocational and Technical High School, New York, NY, United States	40.7162714	-73.7983076
555	1996-01-02	PA	Girard High School	K-12	1	1.0	1	1.0	Suicide/Attempted	Girard High School, Girard, PA, United States	42.0081823	-80.3339823
556	1996-01-19	DC	Winston Education Center	K-12	1	0.0	1	2.0	Escalation of Dispute	Winston Education Center, Washington, DC, United States	38.8575428	-76.9629929
557	1996-01-26	TN	East High School	K-12	1	0.0	1	1.0	Escalation of Dispute	East High School, Memphis, TN, United States	35.1315944	-89.95435169999999
558	1996-02-02	WA	Frontier Middle School	K-12	1	0.0	3	3.0	Hostage Standoff	Frontier Middle School, Moses Lake, WA, United States	47.1266968	-119.2829335
559	1996-02-08	CA	Mid-Peninsula High School	K-12	1	1.0	1	2.0	Murder/Suicide	Mid-Peninsula High School, Menlo Park, CA, United States	37.4764263	-122.1519854
560	1996-02-22	GA	Jenkins High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Jenkins High School, Savannah, GA, United States	32.0230981	-81.0832346
561	1996-02-29	MO	Beaumont High School (bus)	K-12	1	0.0	1	2.0	Murder	Beaumont High School (bus), St. Louis, MO, United States	38.6625317	-90.2219602
562	1996-03-11	NC	North Stanley High School	K-12	1	1.0	1	1.0	Suicide/Attempted	North Stanley High School, New Longdon, NC, United States	35.4269793	-80.21166439999999
563	1996-03-19	NV	Swainston Middle School	K-12	0	0.0	0	1.0	Unknown	Swainston Middle School, Las Vegas, NV, United States	36.2292513	-115.1867916
564	1996-04-11	AL	Talladega High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Talladega High School, Talladega, AL, United States	33.4225456	-86.0775347
565	1996-04-15	DC	McKinley High School	K-12	1	0.0	1	1.0	Unknown	McKinley High School, Washington, DC, United States	38.9145641	-77.00488899999999
566	1996-05-14	UT	Bingham Middle School	K-12	1	1.0	1	1.0	Suicide/Attempted	Bingham Middle School, Taylorsville, UT, United States	40.5637801	-111.9464736
567	1996-05-22	CA	Colton High School	K-12	1	0.0	1	1.0	Gang-related	Colton High School, Colton, CA, United States	34.0700735	-117.3344699
568	1996-06-04	CA	West Valley High School	K-12	1	1.0	1	1.0	Suicide/Attempted	West Valley High School, Hemet, CA, United States	33.7200218	-117.0097452
569	1996-07-26	CA	John Marshall High School	K-12	0	0.0	0	1.0	Escalation of Dispute	John Marshall High School, Los Angeles, CA, United States	34.1079309	-118.2774744
570	1996-09-25	GA	Dekalb Alternative School	K-12	1	0.0	1	2.0	Anger Over Grade/Suspension/Discipline	Dekalb Alternative School, Decatur, GA, United States	33.7984364	-84.1980707
571	1996-10-02	PA	Smedley Elementary School	K-12	1	0.0	2	1.0	Domestic w/ Targeted Victim	Smedley Elementary School, Philadelphia, PA, United States	40.0196872	-75.0740096
572	1996-10-04	CA	St. Bernard High School	K-12	1	0.0	1	1.0	Unknown	St. Bernard High School, Playa Del Rey, CA, United States	33.95429	-118.4328237
573	1996-10-09	AR	Jacksonville High School bus	K-12	1	0.0	1	2.0	Escalation of Dispute	Jacksonville High School bus, Sherwood, AR, United States	34.8503163	-92.2357363
574	1996-10-14	MO	Sumner High School	K-12	1	0.0	1	1.0	Escalation of Dispute	Sumner High School, St. Louis, MO, United States	38.6596524	-90.23892320000002
